,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
55,2020-12-18,100.1190319305825,99.67754026962318,100.44074583819075,100.1190319305825,100.1190319305825,-0.07217802179934776,-0.07217802179934776,-0.07217802179934776,0.05319384704165638,0.05319384704165638,0.05319384704165638,-0.12537186884100415,-0.12537186884100415,-0.12537186884100415,0.0,0.0,0.0,100.04685390878315
56,2020-12-21,100.13302980232673,99.61581450786335,100.37691180577112,100.13302980232673,100.13302980232673,-0.15161375697709314,-0.15161375697709314,-0.15161375697709314,0.03856426623531752,0.03856426623531752,0.03856426623531752,-0.19017802321241065,-0.19017802321241065,-0.19017802321241065,0.0,0.0,0.0,99.98141604534963
57,2020-12-22,100.1376957595748,99.53812956203531,100.34359697133503,100.1376957595748,100.1376957595748,-0.19624508819302755,-0.19624508819302755,-0.19624508819302755,0.017129744539996054,0.017129744539996054,0.017129744539996054,-0.21337483273302357,-0.21337483273302357,-0.21337483273302357,0.0,0.0,0.0,99.94145067138177
58,2020-12-23,100.14236171682288,99.56517481120353,100.35573568931864,100.14236171682288,100.14236171682288,-0.18445702227128727,-0.18445702227128727,-0.18445702227128727,0.052656691045762344,0.052656691045762344,0.052656691045762344,-0.23711371331704958,-0.23711371331704958,-0.23711371331704958,0.0,0.0,0.0,99.95790469455159
59,2020-12-24,100.14702767407094,99.55006988907628,100.32916922348019,100.14702767407094,100.14702767407094,-0.20304214823468325,-0.20304214823468325,-0.20304214823468325,0.058188652120835224,0.058188652120835224,0.058188652120835224,-0.2612308003555185,-0.2612308003555185,-0.2612308003555185,0.0,0.0,0.0,99.94398552583625
60,2020-12-28,100.16569150306326,99.4675861358902,100.25617835652412,100.16569150306326,100.16569150306326,-0.31944473393537803,-0.31944473393537803,-0.31944473393537803,0.038564266235416984,0.038564266235416984,0.038564266235416984,-0.358009000170795,-0.358009000170795,-0.358009000170795,0.0,0.0,0.0,99.84624676912787
61,2020-12-29,100.18455382605588,99.4086290933764,100.22818834072042,100.18455382605588,100.18455382605588,-0.36425350333226153,-0.36425350333226153,-0.36425350333226153,0.017129744539956006,0.017129744539956006,0.017129744539956006,-0.38138324787221756,-0.38138324787221756,-0.38138324787221756,0.0,0.0,0.0,99.82030032272361
62,2020-12-30,100.20341614904852,99.47390287846258,100.24892891727157,100.20341614904852,100.20341614904852,-0.351412424259327,-0.351412424259327,-0.351412424259327,0.05265669104579403,0.05265669104579403,0.05265669104579403,-0.404069115305121,-0.404069115305121,-0.404069115305121,0.0,0.0,0.0,99.8520037247892
63,2020-12-31,100.22227847204114,99.46690187142966,100.2540786577289,100.22227847204114,100.22227847204114,-0.3677042256037394,-0.3677042256037394,-0.3677042256037394,0.05818865212072428,0.05818865212072428,0.05818865212072428,-0.42589287772446366,-0.42589287772446366,-0.42589287772446366,0.0,0.0,0.0,99.8545742464374
64,2021-01-04,100.29772776401168,99.42652878175261,100.21057193610908,100.29772776401168,100.29772776401168,-0.4629016890431486,-0.4629016890431486,-0.4629016890431486,0.03856426623551641,0.03856426623551641,0.03856426623551641,-0.501465955278665,-0.501465955278665,-0.501465955278665,0.0,0.0,0.0,99.83482607496853
65,2021-01-05,100.3165900870043,99.43675354143582,100.22023686242365,100.3165900870043,100.3165900870043,-0.4996688719730758,-0.4996688719730758,-0.4996688719730758,0.017129744539985992,0.017129744539985992,0.017129744539985992,-0.5167986165130619,-0.5167986165130619,-0.5167986165130619,0.0,0.0,0.0,99.81692121503123
